,carat,cut,color,clarity,depth,table,price,x,y,z
24514,1.19,Ideal,D,VVS2,62.0,57.0,12795,6.76,6.86,4.22
24515,1.5,Very Good,G,VVS2,60.9,56.0,12798,7.34,7.37,4.48
24516,2.02,Good,J,SI1,63.5,60.0,12798,7.93,7.98,5.05
24517,1.58,Very Good,D,SI1,62.4,60.0,12799,7.41,7.44,4.63
24518,2.04,Fair,E,SI2,65.4,55.0,12799,7.87,7.93,5.17
24519,1.54,Premium,G,VS2,60.9,59.0,12800,7.49,7.45,4.55
24520,1.56,Ideal,G,VS2,62.2,54.0,12800,0.0,0.0,0.0
24521,1.57,Ideal,H,VS2,61.5,54.0,12809,7.47,7.5,4.61
24522,1.57,Ideal,H,VS1,62.2,55.0,12810,7.44,7.49,4.64
24523,2.29,Fair,J,SI1,56.8,66.0,12811,8.79,8.69,4.96
24524,1.9,Premium,F,SI2,62.9,61.0,12812,7.78,7.73,4.88
24525,2.01,Ideal,J,SI2,62.1,56.0,12814,8.06,8.13,5.03
24526,1.91,Ideal,G,SI2,62.2,55.0,12816,7.94,7.9,4.93
24527,1.66,Very Good,E,SI1,61.7,58.0,12818,7.52,7.59,4.66
24528,1.64,Premium,F,SI1,61.3,58.0,12821,7.65,7.59,4.67
24529,1.5,Ideal,G,VS2,63.0,56.0,12821,7.32,7.26,4.59
24530,1.5,Premium,G,VVS2,61.2,59.0,12821,7.4,7.31,4.5
24531,1.81,Very Good,I,VS2,62.7,58.0,12822,7.68,7.77,4.84
24532,1.52,Premium,D,SI1,59.8,58.0,12823,7.55,7.51,4.5
24533,1.52,Premium,D,SI1,59.5,61.0,12823,7.5,7.43,4.44
24534,1.52,Premium,D,SI1,59.2,61.0,12823,7.59,7.55,4.48
24535,1.31,Ideal,F,VS1,62.1,55.0,12825,6.97,7.0,4.34
24536,2.18,Good,H,SI1,63.8,57.0,12825,8.24,8.17,5.23
24537,1.62,Ideal,F,SI1,62.7,56.0,12828,7.5,7.44,4.68
24538,1.51,Fair,E,VS2,65.0,58.0,12829,7.06,7.12,4.61
24539,2.01,Ideal,G,SI1,61.6,57.0,12829,8.08,8.0,4.95
24540,2.01,Very Good,H,SI2,63.4,56.0,12829,8.09,7.99,5.1
24541,2.01,Premium,I,SI1,60.5,58.0,12829,8.2,8.06,4.92
24542,2.01,Premium,H,SI1,61.2,62.0,12829,8.18,8.12,4.99
24543,1.72,Ideal,G,VS2,62.8,57.0,12830,7.65,7.58,4.78
24544,1.51,Premium,G,VS1,62.4,60.0,12831,7.3,7.34,4.57
24545,2.26,Ideal,G,SI2,61.9,57.0,12831,8.44,8.36,5.2
24546,2.02,Premium,J,VS2,61.1,58.0,12832,8.04,8.1,4.93
24547,2.02,Ideal,J,VS2,62.0,56.0,12832,8.06,8.13,5.02
24548,1.7,Very Good,H,VS2,63.3,58.0,12833,7.48,7.56,4.76
24549,2.05,Very Good,I,SI2,59.8,56.0,12839,8.32,8.41,5.0
24550,1.52,Very Good,G,VS2,62.1,58.0,12840,7.36,7.43,4.59
24551,1.52,Ideal,G,VS2,61.1,57.0,12840,7.39,7.45,4.53
24552,1.28,Ideal,F,VVS2,62.2,56.0,12841,6.95,6.91,4.32
24553,2.06,Premium,I,SI2,61.1,57.0,12842,8.3,8.24,5.05
24554,1.78,Ideal,H,SI1,62.1,57.0,12843,7.77,7.73,4.81
24555,1.58,Very Good,E,SI1,62.9,59.0,12844,7.38,7.43,4.66
24556,2.03,Premium,I,SI1,59.8,59.0,12844,8.29,8.24,4.94
24557,2.01,Very Good,J,VS1,60.2,61.0,12845,8.16,8.23,4.93
24558,1.59,Very Good,D,VS2,61.4,60.0,12846,7.47,7.6,4.63
24559,1.51,Ideal,G,VS2,59.8,60.0,12846,7.45,7.5,4.47
24560,1.23,Ideal,D,VVS2,62.0,55.0,12848,6.85,6.92,4.27
24561,1.53,Ideal,H,VVS2,61.9,57.0,12848,7.39,7.35,4.56
24562,1.53,Premium,E,SI1,61.3,59.0,12851,7.35,7.4,4.52
24563,2.18,Very Good,J,SI2,62.6,58.0,12853,8.23,8.25,5.16
24564,2.05,Premium,G,SI2,62.1,56.0,12857,8.18,8.1,5.04
24565,1.62,Ideal,F,SI1,62.5,55.0,12857,7.56,7.52,4.71
24566,1.5,Very Good,G,VS1,61.7,63.0,12862,7.31,7.24,4.49
24567,2.03,Premium,J,SI1,62.1,59.0,12862,8.06,8.12,5.02
24568,1.56,Ideal,H,VS2,62.2,56.0,12864,7.45,7.47,4.64
24569,1.01,Ideal,E,IF,61.4,57.0,12865,6.53,6.46,3.99
24570,1.5,Very Good,F,VS2,62.6,59.0,12870,7.22,7.31,4.55
24571,1.5,Good,E,SI1,64.2,55.0,12870,7.22,7.17,4.62
24572,1.6,Ideal,F,SI1,61.0,57.0,12871,7.54,7.6,4.62
24573,1.51,Premium,G,VS2,62.5,59.0,12872,7.34,7.28,4.57
24574,1.51,Premium,G,VS2,62.7,58.0,12872,7.31,7.2,4.55
24575,1.51,Very Good,G,VS2,63.3,60.0,12872,7.28,7.2,4.58
24576,1.51,Very Good,G,VS2,63.5,57.0,12872,7.23,7.19,4.58
24577,1.7,Very Good,H,VS2,61.9,60.0,12874,7.57,7.61,4.7
24578,1.7,Very Good,H,VS2,62.8,58.0,12874,7.52,7.57,4.74
24579,1.72,Premium,H,SI1,61.4,59.0,12880,7.64,7.71,4.71
24580,2.48,Ideal,I,SI2,62.3,57.0,12883,8.64,8.58,5.36
24581,2.08,Premium,G,SI2,62.2,60.0,12883,8.16,8.09,5.06
24582,2.02,Ideal,J,SI1,62.7,54.2,12884,8.03,8.08,5.05
24583,1.42,Very Good,G,VVS2,62.6,60.0,12891,7.14,7.17,4.48
24584,2.05,Premium,D,SI2,60.0,58.0,12891,8.31,8.23,4.96
24585,1.15,Very Good,E,IF,59.2,57.0,12895,6.78,6.86,4.04
24586,1.64,Premium,E,SI1,61.8,59.0,12896,7.55,7.51,4.65
24587,1.58,Ideal,H,VVS2,62.0,56.0,12897,7.44,7.49,4.63
24588,2.01,Premium,E,SI1,60.4,61.0,12898,8.05,7.98,4.84
24589,1.51,Premium,F,VS2,61.8,56.0,12899,7.46,7.32,4.57
24590,1.49,Premium,G,VS1,60.8,62.0,12900,7.41,7.36,4.49
24591,1.2,Very Good,F,IF,62.3,60.0,12905,6.74,6.8,4.22
24592,1.51,Very Good,G,VS2,63.5,59.0,12906,7.2,7.13,4.55
24593,1.22,Ideal,F,VVS1,61.5,58.0,12906,6.85,6.9,4.23
24594,2.0,Ideal,I,VS1,62.3,56.0,12907,8.08,8.03,5.02
24595,1.53,Ideal,G,VS2,62.8,57.0,12907,7.48,7.43,4.63
24596,2.28,Very Good,H,SI2,63.3,54.0,12907,8.36,8.29,5.27
24597,1.52,Ideal,E,SI1,62.0,56.0,12907,7.36,7.34,4.56
24598,2.0,Fair,I,VS1,66.3,54.0,12907,7.98,7.88,5.26
24599,1.63,Ideal,H,SI1,61.8,57.0,12910,7.5,7.54,4.64
24600,1.19,Ideal,D,VVS2,62.0,57.0,12912,6.86,6.76,4.22
24601,2.02,Very Good,J,SI1,63.5,60.0,12915,7.98,7.93,5.05
24602,1.52,Very Good,G,VS1,59.3,59.0,12916,7.48,7.55,4.46
24603,1.75,Good,D,SI1,63.8,57.0,12918,7.63,7.53,4.84
24604,2.23,Premium,H,SI2,59.4,59.0,12921,8.6,8.54,5.09
24605,1.98,Fair,H,VS1,58.3,69.0,12923,8.28,8.17,4.8
24606,2.02,Good,I,SI2,61.0,62.0,12927,8.1,8.14,4.95
24607,2.02,Good,G,SI2,57.5,61.0,12929,8.37,8.35,4.81
24608,2.06,Premium,H,SI2,62.6,58.0,12931,8.06,8.03,5.04
24609,1.73,Premium,H,SI1,61.8,57.0,12931,7.77,7.64,4.76
24610,1.3,Ideal,G,IF,61.3,56.0,12932,7.03,7.06,4.32
24611,2.11,Very Good,I,SI2,63.8,54.0,12937,8.13,8.19,5.21
24612,2.27,Ideal,I,SI2,60.5,55.0,12939,8.63,8.53,5.19
24613,1.81,Premium,I,VS2,62.7,58.0,12939,7.77,7.68,4.84
24614,2.0,Premium,H,SI2,62.5,58.0,12940,8.14,8.03,5.05
24615,1.39,Ideal,G,IF,60.6,55.0,12943,7.21,7.27,4.39
24616,2.3,Good,I,SI2,63.8,55.0,12944,8.4,8.35,5.34
24617,1.67,Ideal,H,VS2,62.6,56.0,12945,7.55,7.57,4.73
24618,1.51,Ideal,G,VS2,62.2,57.0,12947,7.28,7.36,4.55
24619,1.51,Fair,G,VS1,60.8,66.0,12948,7.35,7.25,4.44
24620,1.51,Premium,G,VS1,62.4,60.0,12948,7.34,7.3,4.57
24621,1.55,Ideal,G,SI1,61.7,57.0,12951,7.4,7.44,4.58
24622,1.11,Ideal,F,VVS1,59.7,58.0,12956,6.7,6.74,4.01
24623,1.11,Ideal,F,VVS1,62.1,57.0,12956,6.62,6.69,4.13
24624,1.28,Ideal,F,VVS2,62.2,56.0,12958,6.95,6.91,4.32
24625,1.52,Premium,G,VS2,62.6,55.0,12958,7.39,7.28,4.59
24626,1.52,Ideal,G,VS2,61.1,57.0,12958,7.45,7.39,4.53
24627,2.34,Good,J,VS2,63.9,62.0,12961,8.4,8.34,5.35
24628,2.01,Premium,J,VS1,60.2,61.0,12963,8.23,8.16,4.93
24629,2.01,Good,I,SI2,59.1,59.0,12964,8.09,8.14,4.8
24630,1.3,Good,E,VVS2,62.8,59.0,12967,6.95,6.99,4.38
24631,2.01,Very Good,J,VS2,60.8,58.0,12968,8.08,8.16,4.94
24632,1.52,Very Good,G,VS1,62.1,57.0,12968,7.27,7.32,4.53
24633,1.53,Premium,E,SI1,61.3,59.0,12968,7.4,7.35,4.52
24634,2.18,Premium,J,SI2,62.6,58.0,12970,8.25,8.23,5.16
24635,2.14,Premium,I,SI2,62.1,58.0,12970,8.31,8.23,5.13
24636,1.59,Ideal,H,VVS2,62.6,54.0,12971,7.43,7.47,4.67
24637,1.71,Ideal,E,SI2,62.7,55.0,12978,7.62,7.69,4.8
24638,1.54,Ideal,F,VS2,61.9,57.0,12978,7.42,7.35,4.57
24639,2.03,Premium,J,SI1,62.1,59.0,12979,8.12,8.06,5.02
24640,2.13,Premium,I,SI2,59.8,58.0,12980,8.43,8.37,5.02
24641,1.51,Very Good,H,VVS1,61.5,58.0,12981,7.3,7.39,4.52
24642,1.78,Very Good,D,SI2,62.5,57.0,12981,7.76,7.8,4.86
24643,1.53,Ideal,D,SI1,61.4,58.0,12981,7.35,7.44,4.54
24644,1.79,Premium,I,VS1,62.6,59.0,12985,7.65,7.72,4.81
24645,2.01,Good,I,SI2,63.5,60.0,12985,7.86,7.94,5.02
24646,1.52,Premium,F,VS2,62.2,58.0,12985,7.38,7.29,4.56
24647,2.0,Premium,E,SI2,60.3,58.0,12987,8.15,8.08,4.89
24648,1.5,Very Good,H,IF,63.0,59.0,12988,7.23,7.3,4.58
24649,1.16,Ideal,D,VVS2,62.0,55.0,12989,6.68,6.72,4.19
24650,1.63,Ideal,G,SI1,60.6,57.0,12990,7.63,7.68,4.63
24651,1.58,Ideal,F,SI1,60.2,56.0,12991,7.57,7.64,4.58
24652,1.7,Premium,H,VS2,61.9,60.0,12992,7.61,7.57,4.7
24653,1.7,Premium,H,VS2,62.8,58.0,12992,7.57,7.52,4.74
24654,1.01,Ideal,D,VVS2,61.6,57.0,12996,6.44,6.48,3.98
24655,1.7,Ideal,I,VS1,61.9,55.0,12996,7.65,7.72,4.75
24656,1.73,Very Good,H,VS2,61.7,56.0,12998,7.64,7.7,4.73
24657,1.72,Premium,H,SI1,61.4,59.0,12998,7.71,7.64,4.71
24658,1.5,Very Good,F,VS2,61.9,60.0,13001,7.29,7.32,4.52
24659,1.52,Very Good,E,VS2,60.3,59.0,13001,7.43,7.52,4.51
24660,2.01,Premium,I,VS2,59.5,60.0,13003,8.26,8.21,4.9
24661,1.25,Ideal,E,VVS2,60.9,60.0,13006,6.93,6.97,4.23
24662,2.15,Ideal,I,SI1,60.9,56.0,13006,8.38,8.33,5.09
24663,2.1,Fair,G,SI2,65.2,56.0,13007,7.97,7.93,5.19
24664,2.1,Very Good,G,SI2,63.4,58.0,13007,8.19,8.12,5.17
24665,2.0,Premium,G,SI2,60.8,55.0,13007,8.09,7.95,4.88
24666,1.5,Premium,G,VS1,62.4,60.0,13009,7.29,7.22,4.53
24667,1.51,Good,F,VS2,61.0,63.0,13010,7.32,7.39,4.49
24668,1.51,Very Good,F,VS2,63.7,60.0,13012,7.2,7.24,4.6
24669,1.58,Premium,G,VS2,62.6,59.0,13014,7.44,7.47,4.67
24670,1.2,Very Good,E,VVS1,61.3,60.0,13015,6.77,6.84,4.17
24671,2.07,Fair,D,SI2,64.5,60.0,13016,7.99,7.88,5.12
24672,1.77,Ideal,D,SI2,61.8,57.0,13026,7.77,7.71,4.78
24673,2.44,Premium,I,SI2,61.4,56.0,13027,8.74,8.7,5.35
24674,1.22,Ideal,F,VVS1,61.2,57.0,13029,6.88,6.92,4.22
24675,1.23,Ideal,E,VVS2,59.9,57.0,13034,6.95,7.03,4.19
24676,1.5,Ideal,G,VS1,60.6,57.0,13034,7.47,7.36,4.49
24677,1.52,Premium,G,VS1,61.4,58.0,13034,7.38,7.35,4.52
24678,1.52,Premium,G,VS1,62.4,58.0,13034,7.37,7.3,4.58
24679,1.58,Very Good,G,VS2,59.6,58.0,13037,7.59,7.69,4.55
24680,1.5,Very Good,F,VS2,63.9,57.0,13037,7.16,7.23,4.6
24681,1.74,Premium,I,VS1,62.5,57.0,13037,7.71,7.67,4.81
24682,2.08,Ideal,J,SI1,61.6,58.0,13038,8.15,8.22,5.04
24683,2.0,Very Good,J,VS2,60.8,62.0,13043,8.09,8.12,4.93
24684,2.11,Premium,J,VS2,59.9,60.0,13046,8.36,8.41,5.02
24685,1.61,Very Good,E,SI1,62.3,57.0,13047,7.43,7.47,4.64
24686,1.75,Good,I,VS1,58.3,59.0,13047,7.92,7.97,4.63
24687,1.5,Ideal,G,VS2,62.2,58.0,13049,7.31,7.29,4.54
24688,2.01,Premium,I,SI2,58.2,61.0,13052,8.24,8.2,4.78
24689,1.05,Ideal,F,IF,61.7,56.0,13060,6.48,6.56,4.02
24690,0.41,Good,E,SI2,63.4,58.0,638,4.71,4.75,3.0
24691,0.41,Good,E,SI2,63.2,58.0,638,4.68,4.72,2.97
24692,0.41,Very Good,E,SI2,59.5,62.0,638,4.8,4.84,2.87
24693,0.41,Good,E,SI2,63.3,56.0,638,4.69,4.73,2.98
24694,0.3,Very Good,G,VVS2,60.4,60.0,638,4.3,4.34,2.61
24695,0.3,Ideal,G,VVS2,62.2,54.0,638,4.29,4.33,2.68
24696,0.3,Very Good,G,VVS2,59.7,63.0,638,4.34,4.37,2.6
24697,0.3,Very Good,G,VVS2,62.9,58.0,638,4.26,4.29,2.69
24698,0.3,Very Good,H,VVS1,62.6,56.0,638,4.25,4.28,2.67
24699,0.3,Very Good,H,VVS1,61.1,61.0,638,4.27,4.3,2.62
24700,0.3,Good,H,VVS1,63.1,54.0,638,4.28,4.34,2.72
24701,0.3,Ideal,H,VVS1,62.5,53.8,639,4.31,4.33,2.69
24702,0.4,Ideal,I,VS2,61.8,56.0,639,4.73,4.79,2.94
24703,0.32,Ideal,E,VS2,62.1,55.0,639,4.39,4.43,2.74
24704,0.32,Ideal,E,VS2,61.7,56.0,639,4.39,4.43,2.72
24705,0.32,Ideal,F,VS1,61.5,56.0,639,4.4,4.44,2.72
24706,0.41,Ideal,I,SI1,61.6,56.0,639,4.79,4.82,2.96
24707,0.38,Ideal,G,SI1,60.2,57.0,639,4.72,4.77,2.85
24708,0.38,Ideal,G,SI1,61.9,56.0,639,4.64,4.67,2.88
24709,0.31,Premium,E,VS2,58.6,58.0,639,4.46,4.42,2.6
24710,0.31,Premium,E,VS2,58.1,60.0,639,4.49,4.42,2.59
24711,0.3,Very Good,H,VS1,63.2,59.0,639,4.31,4.27,2.71
24712,0.3,Very Good,E,VS2,61.5,58.0,640,4.28,4.31,2.64
24713,0.31,Very Good,G,VS1,61.6,56.0,640,4.35,4.38,2.69
24714,0.31,Very Good,G,VS1,61.9,54.0,640,4.36,4.4,2.71
24715,0.31,Very Good,G,VS1,60.5,57.0,640,4.39,4.42,2.67
24716,0.3,Very Good,E,VS1,58.4,62.0,640,4.37,4.43,2.57
24717,0.3,Very Good,E,VS1,63.8,59.0,640,4.21,4.22,2.69
24718,0.38,Very Good,E,SI1,58.3,61.0,640,4.75,4.86,2.8
24719,0.31,Ideal,F,VS2,61.1,56.0,640,4.35,4.39,2.67
24720,1.03,Ideal,F,IF,62.3,57.0,13060,6.44,6.49,4.03
24721,1.39,Ideal,G,IF,60.6,55.0,13061,7.27,7.21,4.39
24722,1.67,Ideal,H,VS2,62.6,56.0,13063,7.57,7.55,4.73
24723,2.03,Very Good,I,SI2,62.8,59.0,13063,8.04,8.08,5.06
24724,2.03,Very Good,I,SI2,62.8,60.0,13063,7.99,8.05,5.04
24725,2.14,Ideal,E,SI2,62.7,55.0,13065,8.26,8.21,5.16
24726,2.2,Premium,J,SI2,60.9,60.0,13065,8.42,8.34,5.1
24727,1.51,Very Good,G,VS2,64.0,56.0,13068,7.22,7.3,4.65
24728,2.02,Premium,I,VS2,59.2,58.0,13068,8.29,8.25,4.89
24729,1.71,Good,H,VS2,63.7,58.0,13068,7.57,7.54,4.81
24730,2.23,Premium,J,SI1,62.1,59.0,13069,8.29,8.33,5.16
24731,2.11,Premium,G,SI2,61.4,62.0,13069,8.25,8.21,5.05
24732,1.51,Premium,F,VS2,62.1,59.0,13074,7.37,7.26,4.54
24733,1.51,Premium,H,IF,60.2,60.0,13075,7.41,7.44,4.47
24734,1.53,Premium,G,VS2,59.4,59.0,13077,7.55,7.51,4.47
24735,1.72,Premium,H,SI1,62.9,58.0,13078,7.63,7.59,4.79
24736,1.56,Premium,G,VS1,60.2,60.0,13079,7.47,7.52,4.51
24737,1.51,Very Good,F,VS2,63.2,56.0,13080,7.22,7.28,4.58
24738,1.75,Premium,H,SI1,61.4,59.0,13081,7.79,7.69,4.75
24739,2.17,Premium,F,SI2,59.3,61.0,13084,8.6,8.53,5.08
24740,1.77,Premium,I,VS1,62.2,58.0,13085,7.76,7.68,4.8
24741,1.2,Ideal,F,VVS1,61.1,55.0,13088,6.86,6.89,4.2
24742,2.09,Premium,J,SI2,60.0,60.0,13092,8.32,8.37,5.01
24743,1.91,Premium,I,SI1,59.6,60.0,13092,8.02,7.98,4.77
24744,2.26,Very Good,H,SI2,63.2,58.0,13095,8.38,8.26,5.26
24745,1.25,Ideal,G,VVS1,61.3,57.0,13096,6.9,6.94,4.24
24746,1.71,Premium,I,VS1,60.7,60.0,13097,7.74,7.71,4.69
24747,1.71,Ideal,E,SI2,62.7,55.0,13097,7.69,7.62,4.8
24748,2.0,Premium,D,SI2,61.9,59.0,13098,8.02,8.0,4.98
24749,1.96,Very Good,H,SI2,62.7,58.0,13099,7.86,7.93,4.95
24750,1.73,Very Good,H,VS2,59.2,61.0,13102,7.78,7.82,4.62
24751,1.79,Premium,I,VS1,62.6,59.0,13104,7.72,7.65,4.81
24752,1.5,Premium,H,IF,63.0,59.0,13107,7.3,7.23,4.58
24753,2.03,Good,D,SI2,63.1,59.0,13109,8.12,7.99,5.08
24754,2.02,Ideal,I,SI2,61.7,57.0,13109,8.05,8.12,4.99
24755,2.01,Very Good,J,VS2,61.1,59.0,13109,8.04,8.07,4.92
24756,1.54,Ideal,G,VS2,62.0,55.6,13110,7.35,7.44,4.59
24757,1.13,Very Good,D,VVS2,61.5,58.0,13111,6.64,6.67,4.09
24758,1.5,Premium,G,VS2,60.5,59.0,13112,7.39,7.35,4.46
24759,2.0,Very Good,J,VS2,60.7,59.0,13113,8.12,8.15,4.94
24760,1.51,Ideal,G,VS2,61.9,57.0,13115,7.37,7.3,4.54
24761,2.02,Premium,I,SI2,58.0,58.0,13117,8.34,8.25,4.81
24762,2.02,Premium,I,SI2,61.2,58.0,13117,8.11,8.04,4.94
24763,2.09,Premium,H,SI2,60.9,58.0,13119,8.23,8.2,5.0
24764,1.53,Premium,G,VS1,60.2,59.0,13119,7.5,7.45,4.5
24765,1.54,Premium,G,VS2,61.8,58.0,13120,7.43,7.39,4.58
24766,1.72,Premium,H,VS2,61.9,56.0,13122,7.74,7.67,4.77
24767,1.7,Premium,I,VVS2,61.7,57.4,13127,7.62,7.67,4.71
24768,2.02,Ideal,J,SI1,62.2,57.0,13132,8.06,8.11,5.03
24769,1.58,Premium,G,VS2,62.6,59.0,13132,7.47,7.44,4.67
24770,2.01,Premium,J,SI2,60.8,57.2,13133,8.13,8.15,4.95
24771,2.0,Premium,H,SI2,61.5,61.0,13134,8.13,8.1,4.99
24772,1.83,Very Good,E,SI2,62.8,56.0,13134,7.76,7.82,4.89
24773,1.51,Premium,F,VS1,62.7,59.0,13134,7.31,7.23,4.56
24774,1.5,Ideal,G,VS2,60.7,54.0,13135,7.41,7.48,4.53
24775,1.5,Ideal,G,VS2,61.7,54.0,13135,7.36,7.4,4.55
24776,1.5,Ideal,G,VS2,62.0,55.0,13135,7.33,7.36,4.56
24777,1.6,Ideal,F,SI1,61.1,55.0,13140,7.55,7.58,4.62
24778,2.02,Good,H,SI2,59.0,61.0,13144,8.26,8.31,4.89
24779,2.13,Premium,J,SI2,62.6,58.0,13148,8.21,8.18,5.13
24780,1.71,Very Good,F,SI1,63.3,53.0,13152,7.54,7.59,4.79
24781,1.52,Ideal,G,VS2,61.5,56.0,13153,7.38,7.45,4.56
24782,1.5,Ideal,G,VS2,62.2,54.0,13154,7.39,7.34,4.58
24783,1.51,Good,G,VVS2,63.8,59.0,13155,7.24,7.28,4.63
24784,2.75,Ideal,D,I1,60.9,57.0,13156,9.04,8.98,5.49
24785,1.51,Ideal,E,VS2,61.1,57.0,13157,7.43,7.41,4.53
24786,1.51,Premium,G,VS2,60.8,60.0,13157,7.42,7.38,4.5
24787,1.5,Good,F,VS2,58.6,64.0,13160,7.52,7.46,4.39
24788,1.52,Very Good,G,VS2,61.9,56.0,13161,7.28,7.39,4.54
24789,1.51,Ideal,D,SI1,62.0,56.0,13162,7.35,7.39,4.57
24790,2.0,Premium,J,VS2,60.8,62.0,13162,8.12,8.09,4.93
24791,1.51,Ideal,G,VS2,62.2,59.0,13163,7.28,7.34,4.55
24792,1.2,Ideal,D,VVS2,62.7,56.0,13165,6.78,6.81,4.26
24793,1.31,Ideal,G,VVS2,60.3,56.0,13168,7.09,7.15,4.29
24794,1.71,Very Good,H,SI1,60.8,56.0,13169,7.77,7.73,4.71
24795,1.55,Ideal,E,SI1,61.5,56.0,13171,7.36,7.4,4.54
24796,1.62,Premium,F,SI1,62.6,58.0,13177,7.48,7.53,4.7
24797,1.56,Premium,G,VS2,61.9,58.0,13178,7.4,7.44,4.59
24798,1.24,Ideal,G,IF,62.0,55.0,13178,6.93,6.89,4.29
24799,2.03,Premium,I,SI2,63.0,56.0,13182,8.12,8.05,5.09
24800,2.03,Premium,I,SI2,62.8,59.0,13182,8.08,8.04,5.06
24801,2.03,Ideal,I,SI2,60.0,57.0,13182,8.32,8.2,4.96
24802,2.1,Ideal,I,SI1,61.7,55.0,13182,8.21,8.13,5.04
24803,1.63,Good,F,SI1,59.8,56.0,13187,7.57,7.64,4.55
24804,1.53,Very Good,G,VS1,62.8,59.0,13189,7.32,7.36,4.61
24805,1.71,Ideal,H,VS2,62.4,58.0,13190,7.64,7.68,4.78
24806,1.51,Premium,H,IF,60.2,60.0,13194,7.44,7.41,4.47
24807,1.51,Premium,G,VS2,61.2,61.0,13194,7.44,7.33,4.52
24808,1.54,Very Good,D,SI1,63.0,59.0,13196,7.31,7.35,4.62
24809,1.71,Ideal,G,SI1,62.1,56.0,13196,7.65,7.61,4.74
24810,2.06,Premium,I,SI2,62.7,60.0,13198,8.11,8.06,5.07
24811,2.01,Premium,H,SI2,61.9,57.0,13199,8.13,7.96,4.98
24812,1.27,Very Good,F,VVS1,62.5,56.0,13200,6.99,6.93,4.35
24813,2.29,Ideal,J,SI2,62.3,57.0,13200,8.39,8.43,5.24
24814,2.01,Ideal,F,SI2,62.9,56.0,13201,8.05,7.9,5.02
24815,2.0,Very Good,J,VS1,61.0,51.6,13203,8.14,8.18,4.97
24816,3.0,Premium,G,I1,59.7,60.0,13203,9.42,9.26,5.58
24817,2.14,Premium,J,SI2,61.5,59.0,13205,8.25,8.3,5.11
24818,2.08,Very Good,H,SI2,63.4,59.0,13206,8.06,8.0,5.09
24819,1.53,Premium,G,VS2,59.9,61.0,13206,7.54,7.45,4.49
24820,1.52,Premium,G,VS1,61.5,58.0,13207,7.39,7.31,4.52
24821,1.63,Very Good,H,VVS1,59.1,58.0,13211,7.68,7.84,4.59
24822,2.09,Premium,J,SI2,60.0,60.0,13212,8.37,8.32,5.01
24823,1.51,Ideal,G,VS2,59.8,57.0,13214,7.48,7.53,4.48
24824,1.52,Very Good,F,VS2,60.9,56.0,13215,7.38,7.44,4.51
24825,2.01,Premium,J,SI1,63.0,57.0,13219,8.07,8.0,5.06
24826,1.73,Premium,H,VS2,59.2,61.0,13221,7.82,7.78,4.62
24827,1.51,Premium,F,VS2,61.8,56.0,13221,7.39,7.28,4.53
24828,1.53,Very Good,G,VS2,58.9,59.0,13225,7.58,7.61,4.47
24829,2.01,Premium,J,VS2,61.5,60.0,13228,8.13,8.07,4.98
24830,1.53,Very Good,G,VS1,60.3,59.0,13228,7.52,7.58,4.55
24831,2.01,Premium,J,VS2,61.1,59.0,13228,8.07,8.04,4.92
24832,2.03,Premium,D,SI2,61.7,58.0,13229,8.14,8.1,5.01
24833,2.02,Ideal,I,SI2,61.7,57.0,13229,8.12,8.05,4.99
24834,2.02,Premium,H,SI1,61.4,61.0,13229,8.09,8.03,4.95
24835,1.35,Ideal,G,VVS2,61.5,55.0,13230,7.11,7.16,4.39
24836,1.5,Good,D,VS2,64.1,54.0,13232,7.17,7.24,4.62
24837,2.11,Premium,H,SI2,61.0,58.0,13233,8.31,8.27,5.06
24838,1.51,Ideal,G,VS2,62.0,56.0,13234,7.32,7.35,4.55
24839,1.5,Very Good,G,VS2,63.5,54.0,13239,7.26,7.22,4.6
24840,2.33,Good,G,SI2,63.9,60.0,13242,8.37,8.3,5.32
24841,1.7,Ideal,I,VVS2,61.7,57.0,13247,7.67,7.62,4.71
24842,1.53,Good,H,IF,63.1,57.0,13248,7.25,7.34,4.6
24843,1.53,Very Good,G,VS2,61.6,57.0,13248,7.3,7.4,4.53
24844,1.51,Premium,F,VS2,63.0,56.0,13248,7.3,7.26,4.59
24845,2.17,Premium,H,SI1,62.3,58.0,13248,8.29,8.25,5.15
24846,1.73,Ideal,I,VS1,61.4,57.0,13250,7.7,7.65,4.71
24847,1.38,Ideal,G,VVS1,61.8,56.0,13250,7.15,7.12,4.41
24848,1.73,Premium,I,VS1,61.8,58.0,13250,7.75,7.68,4.76
24849,1.63,Very Good,G,VS2,62.5,57.0,13253,7.46,7.49,4.67
24850,2.01,Ideal,J,SI2,60.8,57.0,13253,8.15,8.13,4.95
24851,1.51,Ideal,E,SI1,62.2,56.0,13254,7.31,7.36,4.56
24852,1.83,Ideal,E,SI2,62.8,56.0,13254,7.82,7.76,4.89
24853,1.7,Premium,G,SI1,61.7,58.0,13256,7.69,7.6,4.72
24854,1.18,Ideal,F,VVS1,61.5,55.6,13257,6.79,6.83,4.19
24855,1.32,Ideal,G,VVS2,61.6,56.0,13261,7.03,7.08,4.35
24856,2.0,Ideal,J,VS2,62.3,55.0,13263,8.03,8.06,5.01
24857,2.18,Premium,I,SI1,63.0,58.0,13263,8.23,8.17,5.22
24858,2.02,Premium,F,SI2,61.3,58.0,13267,8.09,8.05,4.95
